"","LSOA21CD","IMD_2025_decile","IMD_2025_score"
"4579","E01004839",1,57.066
"4580","E01004840",5,20.378
"4581","E01004841",1,71.456
"4582","E01004842",10,4.595
"4583","E01004843",8,9.181
"4584","E01004844",10,4.69
"4585","E01004845",6,15.464
"4586","E01004846",1,55.565
"4587","E01004847",1,46.799
"4588","E01004848",1,53.631
"4589","E01004849",1,54.395
"4590","E01004850",1,56.64
"4591","E01004851",1,50.844
"4592","E01004852",2,42.365
"4593","E01004853",1,50.167
"4594","E01004854",2,41.17
"4595","E01004855",2,38.845
"4596","E01004856",1,59.167
"4597","E01004857",1,45.829
"4598","E01004858",1,46.847
"4599","E01004859",1,62.667
"4600","E01004860",3,32.636
"4601","E01004861",1,45.888
"4602","E01004862",1,56.027
"4603","E01004863",1,64.478
"4604","E01004864",4,25.216
"4605","E01004865",2,36.712
"4606","E01004866",1,59.152
"4607","E01004867",2,41.142
"4608","E01004868",2,41.19
"4609","E01004869",1,61.961
"4610","E01004870",1,48.9
"4611","E01004871",1,55.196
"4612","E01004872",2,35.852
"4613","E01004873",2,37.973
"4614","E01004874",2,35.982
"4615","E01004875",4,24.057
"4616","E01004876",2,41.728
"4617","E01004877",1,56.926
"4618","E01004878",3,31.129
"4619","E01004879",2,43.074
"4620","E01004880",5,20.699
"4621","E01004881",2,42.413
"4622","E01004882",5,17.797
"4623","E01004883",5,18.384
"4624","E01004884",9,5.773
"4625","E01004885",10,3.671
"4626","E01004886",2,36.632
"4627","E01004887",3,30.862
"4628","E01004888",4,22.718
"4629","E01004889",3,29.652
"4630","E01004890",4,26.285
"4631","E01004891",6,16.046
"4632","E01004892",7,11.447
"4633","E01004893",10,5.103
"4634","E01004894",6,17.053
"4635","E01004895",3,30.469
"4636","E01004896",9,6.664
"4637","E01004897",8,8.489
"4638","E01004899",4,22.079
"4639","E01004900",6,14.308
"4640","E01004901",10,2.864
"4641","E01004902",2,35.683
"4642","E01004903",9,7.471
"4643","E01004904",6,15.515
"4644","E01004905",2,37.209
"4645","E01004906",2,38.688
"4646","E01004907",2,35.769
"4647","E01004908",6,16.315
"4648","E01004909",3,27.933
"4649","E01004910",6,16.371
"4650","E01004911",2,42.591
"4651","E01004912",6,15.376
"4652","E01004913",4,22.389
"4653","E01004914",8,9.348
"4654","E01004915",8,8.922
"4655","E01004916",3,29.496
"4656","E01004917",3,29.109
"4657","E01004918",8,8.998
"4658","E01004919",6,14.868
"4659","E01004920",4,23.993
"4660","E01004921",4,26.097
"4661","E01004922",2,34.092
"4662","E01004923",3,26.752
"4663","E01004924",9,6.133
"4664","E01004925",6,16.815
"4665","E01004926",1,54.822
"4666","E01004927",1,53.043
"4667","E01004928",1,52.309
"4668","E01004929",3,26.708
"4669","E01004930",6,15.864
"4670","E01004931",2,36.051
"4671","E01004932",2,38.609
"4672","E01004933",6,14.575
"4673","E01004934",5,20.108
"4674","E01004935",8,10.05
"4675","E01004936",4,23.735
"4676","E01004937",9,7.068
"4677","E01004938",1,50.254
"4678","E01004939",3,28.099
"4679","E01004940",7,13.242
"4680","E01004941",3,27.367
"4681","E01004942",1,50.479
"4682","E01004943",4,22.782
"4683","E01004944",8,8.531
"4684","E01004945",8,10.495
"4685","E01004946",1,52.59
"4686","E01004947",2,35.836
"4687","E01004948",2,43.291
"4688","E01004949",10,3.354
"4689","E01004950",10,4.06
"4690","E01004951",9,8.241
"4691","E01004952",10,4.744
"4692","E01004953",9,5.761
"4693","E01004954",5,20.989
"4694","E01004955",3,29.82
"4695","E01004956",2,39.042
"4696","E01004957",1,52.315
"4697","E01004958",1,53.757
"4698","E01004959",1,46.421
"4699","E01004960",1,77.863
"4700","E01004961",3,27.392
"4701","E01004962",6,17.32
"4702","E01004963",6,14.74
"4703","E01004964",3,27.365
"4704","E01004965",9,5.681
"4705","E01004966",2,34.22
"4706","E01004967",9,7.371
"4707","E01004968",10,5.086
"4708","E01004969",2,38.867
"4709","E01004970",8,9.822
"4710","E01004971",9,7.199
"4711","E01004972",3,33.061
"4712","E01004973",8,10.807
"4713","E01004974",7,11.324
"4714","E01004975",5,18.821
"4715","E01004976",2,34.64
"4716","E01004977",5,20.334
"4717","E01004978",3,31.043
"4718","E01004979",1,63.879
"4719","E01004980",2,42.331
"4720","E01004981",5,20.115
"4721","E01004982",8,9.638
"4722","E01004983",6,14.86
"4723","E01004984",9,6.325
"4724","E01004985",10,5.267
"4725","E01004986",4,25.431
"4726","E01004987",1,51.528
"4727","E01004988",5,18.958
"4728","E01004989",9,7.025
"4729","E01004990",2,33.727
"4730","E01004991",4,24.515
"4731","E01004992",3,29.69
"4732","E01004993",4,21.637
"4733","E01004994",2,35.428
"4734","E01004995",7,12.255
"4735","E01004996",1,56.267
"4736","E01004997",4,22.722
"4737","E01004998",7,13.123
"4738","E01004999",6,16.346
"4739","E01005000",9,8.365
"4740","E01005001",9,6.513
"4741","E01005002",6,16.644
"4742","E01005003",2,35.87
"4743","E01005004",1,72.19
"4744","E01005005",6,14.45
"4745","E01005006",6,16.697
"4746","E01005007",6,14.753
"4747","E01005008",1,52.732
"4748","E01005009",1,48.19
"4749","E01005010",6,16.896
"4750","E01005011",9,7.954
"4751","E01005012",2,33.79
"4752","E01005013",3,31.929
"4753","E01005014",6,16.395
"4754","E01005015",3,31.853
"4755","E01005016",7,13.543
"4756","E01005017",8,10.736
"4757","E01005018",4,21.586
"4758","E01005019",8,9.315
"4759","E01005020",10,3.378
"4760","E01005021",9,6.714
"4761","E01005022",8,9.504
"4762","E01005023",6,16.479
"4763","E01005024",2,43.495
"4764","E01005025",4,21.631
"4765","E01005026",3,33.176
"4766","E01005027",1,46.064
"4767","E01005028",2,41.577
"4768","E01005029",2,34.564
"4769","E01005030",2,41.664
"4770","E01005031",3,27.237
"4771","E01005032",2,40.498
"4772","E01005033",6,15.491
"4773","E01005034",5,19.623
"4774","E01005035",7,12.221
"4775","E01005036",3,28.332
"4776","E01005037",8,9.648
"4777","E01005038",9,6.601
"4778","E01005039",3,31.937
"4779","E01005040",4,22.595
"4780","E01005041",6,15.973
"4781","E01005042",5,18.073
"4782","E01005043",6,16.433
"4783","E01005044",2,34.393
"4784","E01005045",5,20.24
"4785","E01005046",9,5.671
"4786","E01005047",8,10.084
"4787","E01005048",10,3.752
"4788","E01005049",8,10.776
"4789","E01005050",8,9.563
"4790","E01005051",6,14.386
"4791","E01005052",9,7.249
"4792","E01005053",5,20.062
"4793","E01005054",6,16.14
"4794","E01005055",9,7.183
"4795","E01005056",8,9.651
"4796","E01005057",7,12.936
"4797","E01005058",9,6.626
"4798","E01005059",4,25.072
"4799","E01005060",5,17.99
"4800","E01005061",1,54.054
"4801","E01005063",1,50.248
"4802","E01005065",1,46.232
"4803","E01005066",1,47.736
"4804","E01005067",1,47.205
"4805","E01005068",2,43.912
"4806","E01005069",7,13.857
"4807","E01005070",2,40.889
"4808","E01005071",2,33.862
"4809","E01005072",2,37.358
"4810","E01005073",5,20.173
"4811","E01005074",1,47.844
"4812","E01005075",2,44.329
"4813","E01005076",6,16.554
"4814","E01005077",1,57.704
"4815","E01005078",8,10.797
"4816","E01005079",5,20.115
"4817","E01005081",1,50.506
"4818","E01005082",2,35.829
"4819","E01005083",9,7.832
"4820","E01005084",4,22.666
"4821","E01005085",1,58.549
"4822","E01005086",1,59.735
"4823","E01005087",1,59.431
"4824","E01005088",1,63.6
"4825","E01005089",1,61.629
"4826","E01005090",1,63.797
"4827","E01005091",1,50.269
"4828","E01005092",1,64.762
"4829","E01005093",1,55.133
"4830","E01005094",1,61.964
"4831","E01005097",1,58.2
"4832","E01005098",1,53.357
"4833","E01005099",1,68.642
"4834","E01005100",2,37.329
"4835","E01005101",1,48.451
"4836","E01005102",2,34.842
"4837","E01005103",1,58.356
"4838","E01005104",2,43.148
"4839","E01005105",2,34.245
"4840","E01005106",1,64.231
"4841","E01005107",1,53.619
"4842","E01005111",2,34.742
"4843","E01005112",2,36.847
"4844","E01005113",1,56.252
"4845","E01005114",7,12.146
"4846","E01005115",3,28.006
"4847","E01005116",3,28.063
"4848","E01005117",1,53.188
"4849","E01005118",4,24.184
"4850","E01005119",2,41.76
"4851","E01005120",3,32.668
"4852","E01005121",1,50.294
"4853","E01005122",2,37.381
"4854","E01005123",1,47.526
"4855","E01005124",2,44.768
"4856","E01005125",2,41.177
"4857","E01005126",5,17.876
"4858","E01005128",6,17.26
"4859","E01005129",1,51.439
"4860","E01005130",1,57.214
"4861","E01005132",1,49.056
"4862","E01005135",1,50.708
"4863","E01005136",2,42.012
"4864","E01005138",1,49.756
"4865","E01005139",3,31.134
"4866","E01005141",1,66.352
"4867","E01005142",1,69.784
"4868","E01005143",1,52.996
"4869","E01005145",1,47.653
"4870","E01005147",1,51.97
"4871","E01005149",1,46.928
"4872","E01005150",4,25.692
"4873","E01005151",5,20.606
"4874","E01005152",8,8.587
"4875","E01005153",6,16.981
"4876","E01005154",6,15.407
"4877","E01005155",9,7.927
"4878","E01005156",7,12.12
"4879","E01005157",10,5.08
"4880","E01005158",3,26.618
"4881","E01005159",7,11.54
"4882","E01005160",2,39.47
"4883","E01005161",2,35.33
"4884","E01005162",2,35.893
"4885","E01005163",2,41.654
"4886","E01005164",1,53.055
"4887","E01005165",1,59.701
"4888","E01005166",1,57.457
"4889","E01005167",1,47.785
"4890","E01005168",8,10.11
"4891","E01005169",10,4.816
"4892","E01005170",8,10.435
"4893","E01005171",5,19.35
"4894","E01005172",8,9.65
"4895","E01005173",10,4.727
"4896","E01005174",10,3.742
"4897","E01005175",7,13.56
"4898","E01005176",7,13.125
"4899","E01005177",9,8.129
"4900","E01005178",2,40.601
"4901","E01005179",4,24.424
"4902","E01005180",1,48.634
"4903","E01005181",4,24.746
"4904","E01005182",1,47.839
"4905","E01005183",1,51.134
"4906","E01005184",4,22.54
"4907","E01005185",4,23.073
"4908","E01005186",1,49.383
"4909","E01005187",1,62.398
"4910","E01005188",2,43.085
"4911","E01005189",1,78.264
"4912","E01005190",1,60.87
"4913","E01005191",1,65.42
"4914","E01005192",1,45.925
"4915","E01005193",1,51.706
"4916","E01005195",1,52.568
"4917","E01005197",1,65.447
"4918","E01005198",1,56.149
"4919","E01005199",2,44.109
"4920","E01005200",2,38.655
"4921","E01005201",1,69.329
"4922","E01005202",1,70.049
"4923","E01005203",1,77.432
"4924","E01005205",1,73.572
"4925","E01005206",1,46.052
"4926","E01005207",1,51.45
"4927","E01005208",4,24.843
"4928","E01005210",3,29.159
"4929","E01005212",5,21.445
"4930","E01005213",1,47.629
"4931","E01005214",5,21.494
"4932","E01005215",2,33.89
"4933","E01005216",4,23.98
"4934","E01005217",5,19.095
"4935","E01005218",3,33.334
"4936","E01005219",1,45.445
"4937","E01005220",2,38.965
"4938","E01005221",2,38.199
"4939","E01005222",1,46.426
"4940","E01005223",2,44.864
"4941","E01005224",1,50.407
"4942","E01005225",1,53.929
"4943","E01005226",1,58.087
"4944","E01005227",1,65.026
"4945","E01005228",1,62.564
"4946","E01005229",4,22.181
"4947","E01005230",1,46.572
"4948","E01005231",5,21.517
"4949","E01005232",1,45.109
"4950","E01005233",1,59.837
"4951","E01005234",1,62.353
"4952","E01005235",1,62.828
"4953","E01005236",1,47.907
"4954","E01005237",1,53.508
"4955","E01005238",1,53.855
"4956","E01005239",1,64.636
"4957","E01005243",1,46.706
"4958","E01005244",3,32.501
"4959","E01005245",1,48.429
"4960","E01005246",1,59.597
"4961","E01005247",4,25.562
"4962","E01005248",5,19.689
"4963","E01005249",3,30.087
"4964","E01005250",2,37.591
"4965","E01005251",2,42.451
"4966","E01005252",1,47.413
"4967","E01005253",2,42.333
"4968","E01005254",4,23.042
"4969","E01005255",1,70.772
"4970","E01005256",1,50.668
"4971","E01005257",1,66.221
"4972","E01005258",1,53.241
"4973","E01005259",1,76.601
"4974","E01005260",2,35.842
"4975","E01005261",1,64.448
"4976","E01005262",2,34.141
"4977","E01005263",2,34.85
"4978","E01005264",2,41.578
"4979","E01005265",2,41.56
"4980","E01005266",2,39.112
"4981","E01005267",5,21.192
"4982","E01005268",5,17.968
"4983","E01005269",6,16.295
"4984","E01005270",2,42.377
"4985","E01005271",3,30.819
"4986","E01005272",1,48.707
"4987","E01005273",4,21.569
"4988","E01005274",2,33.896
"4989","E01005275",8,9.956
"4990","E01005276",5,19.694
"4991","E01005277",8,8.86
"4992","E01005278",4,22.264
"4993","E01005279",3,33.025
"4994","E01005280",1,45.333
"4995","E01005281",5,17.546
"4996","E01005284",3,30.208
"4997","E01005285",1,58.551
"4998","E01005286",4,25.461
"4999","E01005287",1,51.551
"5000","E01005288",1,54.236
"5001","E01005289",1,61.567
"5002","E01005290",1,47.826
"5003","E01005291",1,65.451
"5004","E01005292",1,50.34
"5005","E01005293",5,19.719
"5006","E01005294",4,22.659
"5007","E01005295",4,21.84
"5008","E01005296",5,18.572
"5009","E01005297",3,31.245
"5010","E01005298",3,30.751
"5011","E01005299",5,21.129
"5012","E01005300",6,17.416
"5013","E01005301",6,15.44
"5014","E01005302",3,29.996
"5015","E01005304",6,14.401
"5016","E01005305",7,13.44
"5017","E01005306",9,6.852
"5018","E01005307",7,11.684
"5019","E01005308",3,30.753
"5020","E01005309",4,25.525
"5021","E01005310",3,32.416
"5022","E01005311",3,26.622
"5023","E01005312",4,25.158
"5024","E01005313",2,43.912
"5025","E01005314",1,46.609
"5026","E01005315",1,50.633
"5027","E01005316",3,31.319
"5028","E01005317",2,38.979
"5029","E01005318",1,46.11
"5030","E01005319",2,39.532
"5031","E01005320",1,55.666
"5032","E01005321",1,55.124
"5033","E01005322",1,73.091
"5034","E01005323",1,48.914
"5035","E01005324",1,52.149
"5036","E01005325",1,66.363
"5037","E01005326",1,50.931
"5038","E01005327",4,25.061
"5039","E01005328",1,53.946
"5040","E01005329",9,7.584
"5041","E01005330",7,11.909
"5042","E01005331",2,34.649
"5043","E01005332",2,35.365
"5044","E01005333",9,7.044
"5045","E01005334",9,7.107
"5046","E01005335",8,9.227
"5047","E01005336",9,7.986
"5048","E01005337",1,48.304
"5049","E01005338",1,51.875
"5050","E01005339",9,8.309
"5051","E01005340",1,49.112
"5052","E01005341",3,29.178
"5053","E01005342",1,46.406
"5054","E01005343",3,32.008
"5055","E01005344",2,42.898
"5056","E01005345",6,15.387
"5057","E01005346",6,17.108
"5058","E01005347",5,21.097
"5059","E01005348",1,47.539
"5060","E01005349",1,62.882
"5061","E01005350",1,74.646
"5062","E01005351",1,52.874
"5063","E01005352",1,55.326
"5064","E01005353",1,67.305
"5065","E01005354",2,43.099
"5066","E01005355",2,34.168
"5067","E01005356",7,13.892
"5068","E01005357",9,7.356
"5069","E01005358",3,32.156
"5070","E01005359",7,13.387
"5071","E01005360",3,29.794
"5072","E01005361",8,9.67
"5073","E01005362",4,23.489
"5074","E01005363",3,28.345
"5075","E01005364",7,12.88
"5076","E01005365",6,14.872
"5077","E01005366",2,35.915
"5078","E01005367",8,9.156
"5079","E01005368",1,48.56
"5080","E01005369",2,37.082
"5081","E01005370",1,51.213
"5082","E01005371",2,39.909
"5083","E01005372",3,28.49
"5084","E01005373",7,12.257
"5085","E01005374",4,25.913
"5086","E01005375",8,9.496
"5087","E01005376",1,51.5
"5088","E01005377",1,51.244
"5089","E01005378",2,39.553
"5090","E01005379",1,63.693
"5091","E01005380",1,49.495
"5092","E01005381",1,47.323
"5093","E01005382",1,55.677
"5094","E01005383",1,47.403
"5095","E01005386",1,62.026
"5096","E01005387",4,23.339
"5097","E01005388",4,22.49
"5098","E01005389",1,49.421
"5099","E01005390",7,11.932
"5100","E01005391",5,20.558
"5101","E01005392",1,47.258
"5102","E01005393",5,17.747
"5103","E01005394",6,15.014
"5104","E01005395",6,14.175
"5105","E01005396",5,20.931
"5106","E01005397",4,23.431
"5107","E01005398",5,21.246
"5108","E01005399",5,18.45
"5109","E01005400",2,44.666
"5110","E01005401",8,10.466
"5111","E01005402",4,21.736
"5112","E01005403",7,13.08
"5113","E01005406",8,9.304
"5114","E01005407",8,8.746
"5115","E01005408",8,10.001
"5116","E01005409",7,12.324
"5117","E01005410",7,11.211
"5118","E01005411",6,15.119
"5119","E01005412",7,12.783
"5120","E01005413",9,6.584
"5121","E01005414",5,19.409
"5122","E01005415",5,20.422
"5123","E01005416",7,13.628
"5124","E01005417",7,11.672
"5125","E01005418",9,7.922
"5126","E01005419",6,14.633
"5127","E01005420",4,24.696
"5128","E01005421",2,43.078
"5129","E01005422",1,65.993
"5130","E01005427",1,71.634
"5131","E01005428",1,60.366
"5132","E01005429",1,62.849
"5133","E01005430",1,51.032
"5134","E01005431",1,45.214
"5135","E01005432",1,65.779
"5136","E01005433",1,70.852
"5137","E01005434",1,80.241
"5138","E01005435",1,50.533
"5139","E01005436",3,27.229
"5140","E01005437",2,42.213
"5141","E01005438",1,45.04
"5142","E01005439",3,26.706
"5143","E01005440",2,33.611
"5144","E01005441",2,42.869
"5145","E01005442",9,7.755
"5146","E01005443",8,8.888
"5147","E01005444",3,27.295
"5148","E01005445",2,35.909
"5149","E01005446",4,24.513
"5150","E01005447",1,47.15
"5151","E01005448",1,72.257
"5152","E01005449",2,42.354
"5153","E01005450",1,58.994
"5154","E01005451",3,27.903
"5155","E01005452",7,13.748
"5156","E01005453",8,10.623
"5157","E01005454",4,21.623
"5158","E01005455",4,22.988
"5159","E01005456",1,66.263
"5160","E01005459",1,66.973
"5161","E01005460",1,46.797
"5162","E01005461",1,45.448
"5163","E01005462",2,34.53
"5164","E01005463",1,53.601
"5165","E01005464",1,49.192
"5166","E01005465",3,27.723
"5167","E01005466",1,66.31
"5168","E01005467",1,47.054
"5169","E01005468",9,7.085
"5170","E01005469",3,27.903
"5171","E01005470",1,47.654
"5172","E01005471",1,48.237
"5173","E01005472",1,52.634
"5174","E01005473",2,43.838
"5175","E01005474",4,24.612
"5176","E01005475",1,46.724
"5177","E01005476",4,25.292
"5178","E01005477",1,48.832
"5179","E01005478",4,26.273
"5180","E01005479",3,27.706
"5181","E01005480",3,33.466
"5182","E01005481",3,28.51
"5183","E01005482",1,82.386
"5184","E01005483",1,58.218
"5185","E01005484",1,72.914
"5186","E01005485",1,50.086
"5187","E01005486",1,56.117
"5188","E01005487",1,47.195
"5189","E01005488",7,11.332
"5190","E01005489",5,20.681
"5191","E01005490",3,31.668
"5192","E01005491",3,27.236
"5193","E01005492",7,11.514
"5194","E01005493",7,12.226
"5195","E01005494",3,27.368
"5196","E01005495",4,26.054
"5197","E01005496",1,61.884
"5198","E01005497",1,52.472
"5199","E01005498",3,32.741
"5200","E01005499",4,23.996
"5201","E01005500",4,24.269
"5202","E01005501",1,51.301
"5203","E01005502",2,38.951
"5204","E01005503",9,6.134
"5205","E01005504",2,39.262
"5206","E01005505",4,25.848
"5207","E01005506",3,31.786
"5208","E01005507",5,20.365
"5209","E01005508",8,8.671
"5210","E01005509",1,56.456
"5211","E01005510",8,10.492
"5212","E01005511",5,21.348
"5213","E01005512",3,33.103
"5214","E01005513",1,58.013
"5215","E01005514",2,34.821
"5216","E01005515",1,63.362
"5217","E01005516",6,15.133
"5218","E01005517",7,13.751
"5219","E01005518",3,32.153
"5220","E01005519",6,16.311
"5221","E01005520",4,23.827
"5222","E01005521",5,17.735
"5223","E01005522",2,35.543
"5224","E01005523",6,16.939
"5225","E01005524",4,24.407
"5226","E01005525",1,47.915
"5227","E01005526",3,31.378
"5228","E01005527",2,38.609
"5229","E01005528",3,31.544
"5230","E01005529",1,51.314
"5231","E01005530",8,8.481
"5232","E01005531",4,24.148
"5233","E01005532",2,44.867
"5234","E01005533",4,26.282
"5235","E01005534",4,25.792
"5236","E01005535",2,35.696
"5237","E01005536",2,37.255
"5238","E01005537",7,11.322
"5239","E01005538",2,40.391
"5240","E01005539",1,56.857
"5241","E01005540",5,20.918
"5242","E01005541",3,32.213
"5243","E01005542",2,34.93
"5244","E01005543",5,18.768
"5245","E01005544",9,7.008
"5246","E01005545",9,6.683
"5247","E01005546",3,29.126
"5248","E01005547",3,29.291
"5249","E01005548",2,40.872
"5250","E01005549",10,5.214
"5251","E01005550",10,5.419
"5252","E01005551",1,54.633
"5253","E01005552",1,61.474
"5254","E01005553",2,43.079
"5255","E01005554",5,17.718
"5256","E01005555",7,12.984
"5257","E01005556",4,22.856
"5258","E01005557",8,9.286
"5259","E01005558",3,26.677
"5260","E01005559",1,58.082
"5261","E01005560",5,19.705
"5262","E01005561",4,23.477
"5263","E01005562",3,27.759
"5264","E01005563",1,48.615
"5265","E01005564",1,56.408
"5266","E01005565",1,46.337
"5267","E01005566",2,42.321
"5268","E01005567",5,20.8
